date,type,registration,operator,fatalities,location,country,cat,year
26-AUG-2009,Cessna 208B Grand Caravan,YV1183,LÃ­nea TurÃ­stica Aereotuy - LTA,0,near La Tortuga,Venezuela,A1,2009
27-AUG-2009,Ilyuhsin Il-76TD,T-906,Angolan AF,0,Luanda-4 de Feve...,Angola,A1,2009
28-AUG-2009,Boeing E-3C Sentry (707-300),83-0008,USAF,0,Las Vegas-Nellis...,USA,A1,2009
??-AUG-2009,Antonov An-24RV,UK-46658,Uzbekistan Airways,0,Zarafshan Airpor...,Uzbekistan,A1,2009
01-SEP-2009,Airbus A320-212,LZ-BHC,"Air VallÃ©e, lsf BH Air",0,Verona Airport (...,Italy,A2,2009
04-SEP-2009,Boeing 747-437,VT-ESM,Air India,0,Mumbai-Chhatrapa...,India,A1,2009
06-SEP-2009,BN-2A Islander,VQ-TAH,Turks & Caicos National Airline,0,Grand Turk Islan...,Turks & Caicos,O1,2009
06-SEP-2009,BN-2A-26 Islander,VQ-TAA,Turks & Caicos National Airline,0,Grand Turk Islan...,Turks & Caicos,O1,2009
07-SEP-2009,GAF Nomad N.24A,P-837,Indonesian Navy,5,"Long Apung, Bulu...",Indonesia,A1,2009
07-SEP-2009,Beech 200 Super King Air,N83GA,Guardian Eagle Company,0,Ruidoso Municipa...,USA,A1,2009
09-SEP-2009,Antonov An-2R,UR-70427,Unknown,0,"Onikeevo, Kirovo...",Ukraine,A1,2009
09-SEP-2009,Boeing 737-852,EI-DRA,AeromÃ©xico,0,Mexico City-Beni...,Mexico,H2,2009
09-SEP-2009,Yakovlev Yak-40,RA-87447,Bugulma Air Enterprise,0,Aktyubinsk Airpo...,Kazakhstan,A2,2009
13-SEP-2009,MD-11F,D-ALCO,Lufthansa Cargo,0,Mexico City-Beni...,Mexico,A2,2009
14-SEP-2009,Fokker 100,D-AFKE,Contact Air,0,Stuttgart-Echter...,Germany,A2,2009
14-SEP-2009,DHC-6 Twin Otter 300,PK-BRS,Aviastar Mandiri,0,Serui-Sudjarwo T...,Indonesia,A2,2009
15-SEP-2009,Cessna 208 Caravan I,N336DN,North American Flight Services,0,"Sheffield, MA",USA,A1,2009
16-SEP-2009,Beech B200 King Air,N726CB,Henry Broadcasting Nevada Inc,0,Hayward Executiv...,USA,A1,2009
18-SEP-2009,CASA C-212 Aviocar 200,N349TA,Bering Air,0,Savoonga Airport...,USA,A2,2009
22-SEP-2009,Ilyushin Il-76MD Simorgh,5-8208,Iran AF,7,near Varamin,Iran,A1,2009
24-SEP-2009,BAe 4121 Jetstream 41,ZS-NRM,SA Airlink,1,near Durban Internati...,South Africa,A1,2009
28-SEP-2009,NAMC YS-11M-A-624,9044,Japanese Navy,0,Ozuki Airport,Japan,A2,2009
06-OCT-2009,Cessna UC-35A (Cessna 560 Citation V Ultra),98-0008,US Army,0,Anchorage-Elmend...,USA,A2,2009
06-OCT-2009,Beech B100 King Air,N2TX,Private,0,"near Aurora, TX",USA,A1,2009
06-OCT-2009,Antonov An-2R,ST-AUS,Bashmia Aero Spray,1,Umgalala Airstrip,Sudan,A1,2009
08-OCT-2009,Antonov An-32A,354,Afghan National Army Air Corps,0,Kandahar Airport...,Afghanistan,A1,2009
09-OCT-2009,CASA C-212 Aviocar 200,FAU-531,"Uruguayan AF, op.for UN",11,near Fonds-Verrettes,Haiti,A1,2009
09-OCT-2009,PZL-Mielec M28 Skytruck,YV1769,Unknown,0,Las Minas,Honduras,A1,2009
12-OCT-2009,Embraer Phenom 100,PP-AFM,Save Comercial e Importadora,0,Angra dos Reis A...,Brazil,A1,2009
13-OCT-2009,Boeing 707-321C,J5-GGU,Safari Airlines,0,Mombasa-Moi Inte...,Kenya,A1,2009
13-OCT-2009,Beech C-12C Huron,78-23135,US Army,3,Nuristan Province,Afghanistan,A1,2009
14-OCT-2009,Antonov An-2TP,75,Nicaraguan AF,0,near Managua-Augusto ...,Nicaragua,A1,2009
15-OCT-2009,Antonov An-28,PZ-TST,Blue Wing Airlines,0,Kwamalasamutu Ai...,Suriname,A1,2009
15-OCT-2009,Douglas DC-3C,HK-1149,SADELCA Colombia,0,near Miraflores Airpo...,Colombia,C2,2009
17-OCT-2009,Douglas DC-3C,RP-C550,Victoria Air,4,near Manila-Ninoy Aqu...,Philippines,A1,2009
20-OCT-2009,MD-11F,N701GC,Centurion Air Cargo,0,Montevideo-Carra...,Uruguay,A2,2009
21-OCT-2009,Boeing 707-330C,ST-AKW,"AZZA Transport, op.for Sudan Airways",6,near Sharjah Airport ...,U.A.E.,A1,2009
21-OCT-2009,Boeing 737,,EgyptAir,0,Cairo Internatio...,Egypt,H2,2009
22-OCT-2009,BN-2A-26 Islander,PJ-SUN,Divi Divi Air,1,near Bonaire-Flamingo...,Caribbean Neth'lands,A1,2009
22-OCT-2009,Dornier 228-202K,RP-C2282,Island Aviation,0,Pamalican Island...,Philippines,A2,2009
26-OCT-2009,BAe-125-800B,RA-02807,S-Air,5,near Minsk-2 Internat...,Belarus,A1,2009
26-OCT-2009,Beech B100 King Air,N729MS,Mazak Properties,4,"near Benavides, TX",USA,A1,2009
28-OCT-2009,Airbus A321-231,HL7763,Asiana Airlines,0,Osaka-Kansai Int...,Japan,A2,2009
29-OCT-2009,Cessna C-98A Grand Caravan (208B),2725,Brazilian AF,2,near Aldeias AurÃ©lio...,Brazil,A1,2009
29-OCT-2009,Lockheed HC-130H Hercules,1705,US Coast Guard,7,near San Clemente Isl...,USA,A1,2009
01-NOV-2009,Ilyushin Il-76MD,RF-76801,Russian Ministry of Interior,11,near Mirny Airport (MJZ),Russia,A1,2009
02-NOV-2009,Antonov An-24RV,EY-47693,Daallo Airlines,0,Bossaso Airport ...,Somalia,H2,2009
02-NOV-2009,PZL-Mielec M28-05PI Skytruck,P-4202,Indonesian Police,4,near Mulia,Indonesia,A1,2009
02-NOV-2009,Learjet C-21A (Learjet 35A),84-0094,USAF,0,Ali Air Base,Iraq,A1,2009
03-NOV-2009,Xian MA60,Z-WPJ,Air Zimbabwe,0,Harare Airport (...,Zimbabwe,A1,2009
05-NOV-2009,Grumman G-111 Albatross,N120FB,Albatross Adventures,0,Fort Pierce-Sain...,USA,A1,2009
05-NOV-2009,Boeing 727-230F,J5-GCU,Africa Air Assistance,0,Sinkrebaka,Mali,O1,2009
07-NOV-2009,Ilyushin Il-76MD,RA-86894,Russian AF,0,Ivanovo-Severny ...,Russia,A1,2009
09-NOV-2009,Beech 1900D,5Y-VVQ,Blue Bird Aviation,1,Nairobi-Wilson A...,Kenya,A1,2009
09-NOV-2009,Beech B200 King Air,N337MT,MDTR Holdings,0,Greenville-Spart...,USA,A1,2009
10-NOV-2009,ATR 72-212A (ATR 72-500),VT-KAC,Kingfisher Airlines,0,Mumbai-Chhatrapa...,India,A1,2009
12-NOV-2009,Canadair CRJ-100ER,5Y-JLD,"JetLink Express, op.for Rwandair Express",1,Kigali Internati...,Rwanda,A1,2009
15-NOV-2009,Cessna 208B Grand Caravan,ZS-OTU,"Aviation at Work, op.for Air Nave",3,near Windhoek-Eros Ai...,Namibia,A1,2009
15-NOV-2009,CASA C-212-CB Aviocar 100,F-GOGN,Boogie Performance,0,Saint-Jean-de-Th...,France,A1,2009
18-NOV-2009,IAI 1124A Westwind II,VH-NGA,Pel-Air,0,near Norfolk Island A...,Norfolk Island,A1,2009
18-NOV-2009,Fokker 100,EP-CFO,Iran Air,0,Isfahan-Shahid B...,Iran,A2,2009
19-NOV-2009,DC-9-82 (MD-82),9Q-CAB,CAA,0,Goma Airport (GOM),D.R. Congo,A1,2009
19-NOV-2009,DHC-8-202Q Dash 8,N355PH,"Win Win Aviation, op.for USAF",0,"near TarakignÃ©, 30 k...",Mali,A1,2009
23-NOV-2009,Lockheed KC-130J Hercules,MM62176,Italian AF,5,"Le Rene, near Co...",Italy,A1,2009
28-NOV-2009,MD-11F,Z-BAV,Avient Aviation,3,Shanghai-Pudong ...,China,A1,2009
01-DEC-2009,Boeing 727-222F,PR-MTK,TAF Linhas AÃ©reas,0,SÃ£o Paulo-Guaru...,Brazil,A1,2009
07-DEC-2009,Embraer EMB-135LR (ERJ-135LR),ZS-SJW,SA Airlink,0,George Airport (...,South Africa,A1,2009
09-DEC-2009,Beech A100 King Air,C-GPBA,Exact Air,2,near Saint-HonorÃ© Ai...,Canada,A1,2009
11-DEC-2009,Beech B300 King Air 350,RP-C2296,INAEC Aviation Corporation,0,Isabel-Pasar Air...,Philippines,A2,2009
13-DEC-2009,Airbus A310-304,C-GTSF,Air Transat,0,Rio de Janeiro-G...,Brazil,A2,2009
17-DEC-2009,Dassault Falcon 20D,N28RK,FL Aviation Group,2,"near Matthew Town, Gr...",Bahamas,A1,2009
20-DEC-2009,BAe BAe-748-398 Srs. 2B,5Y-YKM,748 Air Services,0+ 1,Tonj Airfield,South Sudan,A1,2009
20-DEC-2009,Fairchild SA227-AC Metro III,C6-JER,Western Air,0,Cap Haitien Airp...,Haiti,A1,2009
21-DEC-2009,Boeing 737-301,PK-MDH,Merpati Nusantara,0,Makassar-Sultan ...,Indonesia,A1,2009
22-DEC-2009,Boeing 737-823 (WL),N977AN,American Airlines,0,Kingston-Norman ...,Jamaica,A1,2009
25-DEC-2009,Airbus A330-323X,N820NW,Northwest Airlines,0,near Detroit-Metropol...,USA,C2,2009
29-DEC-2009,DHC-3T Vazar Turbine Otter,DQ-GLL ?,Pacific Island Seaplanes,0,near Vomo Island,Fiji,A2,2009
02-JAN-2010,Boeing 727-231F Super 27,9Q-CAA,CAA,0,Kinshasa-N'Djili...,D.R. Congo,A1,2010
02-JAN-2010,Swearingen SA227-AC Metro III,N227ML,Locair,0,Somerset-Lake Cu...,USA,A2,2010
04-JAN-2010,Antonov An-12BK,ST-AQQ,El Magal Aviation,0,Heglig Airport,Sudan,A1,2010
05-JAN-2010,Learjet 35A,N720RA,Royal Air Freight,2,near Chicago-Executiv...,USA,A1,2010
06-JAN-2010,Cessna 208B Grand Caravan,A2-AKG,Mack Air,0,"Piajo Airstrip, ...",Botswana,A2,2010
06-JAN-2010,Beech C99,N206AV,Ameriflight,0,Kearney Regional...,USA,A2,2010
07-JAN-2010,Saab 340A,C6-SBE,SkyBahamas Airlines,0,Nassau-Lynden Pi...,Bahamas,O1,2010
08-JAN-2010,Dassault Falcon 20C,XA-PCC,Aerotaxis Dos Mil,0,Vail-Eagle Count...,USA,A2,2010
10-JAN-2010,Airbus A319-131,N816UA,United Airlines,0,Newark-Liberty I...,USA,A2,2010
13-JAN-2010,DHC-8-102,5Y-EMD,"CMC Aviation, op.for ECHO Flight",0,Moba Airport (BDV),D.R. Congo,A1,2010
14-JAN-2010,Cessna 208B Grand Caravan,VH-NTQ,Broome Aviation,0,Beagle Bay Airpo...,Australia,A1,2010
19-JAN-2010,Beech B200 Super King Air,N586BC,Blue Cross and Blue Shield of Iowa,0,Sioux Gateway Ai...,USA,A1,2010
20-JAN-2010,Cessna 560XLS Citation Excel,CS-DXR,NetJets Europe,0,Amsterdam-Schiph...,Netherlands,A2,2010
21-JAN-2010,Embraer EMB-145LU (ERJ-145LU),XA-WAC,AeromÃ©xico Connect,0,Tijuana-Rodrigue...,Mexico,A2,2010
21-JAN-2010,Beech 1900C-1,N112AX,ACE Air Cargo,2,near Sand Point Munic...,USA,A1,2010
21-JAN-2010,Boeing 747-4R7F,LX-OCV,Cargolux,0,Luxembourg-Finde...,Luxembourg,A2,2010
24-JAN-2010,Tupolev Tu-154M,RA-85787,"Kolavia, op.for Taban Air",0,Mashhad Airport ...,Iran,A1,2010
25-JAN-2010,Boeing 737-8AS (WL),ET-ANB,Ethiopian Airlines,90,near Beirut Internati...,Lebanon,A1,2010
25-JAN-2010,Embraer EMB-110C Bandeirante,PT-TAF,Piquiatuba TÃ¡xi AÃ©reo,2,near Senador JosÃ© Po...,Brazil,A1,2010
25-JAN-2010,Lockheed C-130B Hercules,404,South African AF,0,Waterkloof Air F...,South Africa,A1,2010
28-JAN-2010,GAF Nomad N.22B,18,Philippine AF,8+ 1,near Cotabato-Awang A...,Philippines,A1,2010
28-JAN-2010,Lockheed L-188CF Electra,G-LOFB,Atlantic Airlines,0,Coventry-Baginto...,U.K.,O1,2010
28-JAN-2010,Antonov An-26B,4L-IFE,"Aquiline International, op.for Manunggal Air",0,Wamena Airport (...,Indonesia,A2,2010
31-JAN-2010,Yakovlev Yak-40,D2-FES,Guicango,0,Luanda-4 de Feve...,Angola,A1,2010
02-FEB-2010,Lockheed C-130E Hercules,1506,Polish AF,0,Mazar-I-Sharif A...,Afghanistan,A2,2010
04-FEB-2010,Antonov An-24RV,RA-47360,Yakutia Airlines,0,Yakutsk Airport ...,Russia,A2,2010
06-FEB-2010,Bombardier Global Express,N400GX,Churchill Aviation,0,Washington-Dulle...,USA,O1,2010
06-FEB-2010,Dassault Falcon 2000EX,N62YC,Vesey Air,0,Washington-Dulle...,USA,O1,2010
06-FEB-2010,Dassault Falcon 900EX,N106RW,MMRB Services,0,Washington-Dulle...,USA,O1,2010
06-FEB-2010,Beech Beechjet 400A,N109CP,THV Seminars,0,Washington-Dulle...,USA,O1,2010
06-FEB-2010,Hawker 800XP,N800LA,BAE Systems,0,Washington-Dulle...,USA,O1,2010
06-FEB-2010,Cessna 208B Super Cargomaster,N708FX,FedEx,0,Washington-Dulle...,USA,O1,2010
06-FEB-2010,Bombardier Global Express,N620K,Eastman Kodak,0,Washington-Dulle...,USA,O1,2010
06-FEB-2010,Bombardier Global Express XRS,N528JR,Joluk Air,0,Washington-Dulle...,USA,O1,2010
06-FEB-2010,MD-81,OY-KHP,SAS,0,Grenoble-Saint G...,France,A2,2010
11-FEB-2010,ATR 42-300,PK-YRP,Trigana Air Service,0,near Balikpapan-Sepin...,Indonesia,A1,2010
11-FEB-2010,Fokker 100,XA-SHJ,MexicanaClick,0,Monterrey-Gen Ma...,Mexico,A1,2010
14-FEB-2010,Cessna 550B Citation Bravo,OK-ACH,Time Air,2,near Reinhardtsdorf-S...,Germany,A1,2010
17-FEB-2010,Cessna 208B Grand Caravan,N207DR,Grant Aviation,0,near Kwigillingok Air...,USA,A2,2010
17-FEB-2010,Embraer Phenom 100,PR-UUT,Air Minas Linhas AÃ©reas,0,SÃ£o Paulo-Campo...,Brazil,A2,2010
18-FEB-2010,Cessna 208B Super Cargomaster,N892FE,"FedEx, opb West Air",0,Sacramento Inter...,USA,A2,2010
24-FEB-2010,DHC-6 Twin Otter 300,C-FAKB,Flightline Investments,0,near London Gatwick A...,U.K.,A2,2010
01-MAR-2010,Airbus A300B4-203 (F),TC-ACB,ACT Airlines,0,Bagram Air Base ...,Afghanistan,A1,2010
01-MAR-2010,Boeing 737-247,5H-MVZ,Air Tanzania,0,Mwanza Airport (...,Tanzania,A1,2010
03-MAR-2010,Boeing 747-409F,B-18723,China Airlines,0,Anchorage-Ted St...,USA,A2,2010
04-MAR-2010,Fokker F-27 Friendship 300M,5Y-BRN,Safe Air Company,0,Bossaso Airport ...,Somalia,A1,2010
07-MAR-2010,Learjet 35A,PT-LJK,LÃ­der TÃ¡xi AÃ©reo,0,Manaus-Eduardo G...,Brazil,A1,2010
12-MAR-2010,Alenia G-222,NAF 950,Nigerian AF,0,Port Harcourt Ai...,Nigeria,A2,2010
15-MAR-2010,BN-2A-21 Islander,N663SA,Servant Air,0,"Kodiak Airport, ...",USA,A1,2010
18-MAR-2010,Antonov An-26B,SP-FDO,"EXIN, op.for DHL Airways",0,near Tallinn-Ãlemist...,Estonia,A1,2010
21-MAR-2010,Learjet 35A,N376HA,Bluegrass Aviation Partners,0,Jeffersonville-C...,USA,A1,2010
22-MAR-2010,Embraer EMB-120ER Brasilia,VH-ANB,Airnorth,2,"Darwin Airport, ...",Australia,A1,2010
22-MAR-2010,Tupolev Tu-204-100,RA-64011,Aviastar-TU,0,near Moskva-Domodedov...,Russia,A1,2010
24-MAR-2010,Boeing 727-225F,C-GCJZ,Cargojet Airways,0,Moncton/Greater ...,Canada,A2,2010
28-MAR-2010,Beech 200C Super King Air,5Y-BLA,Aircraft Leasing Services,0,Wajir Airport (WJR),Kenya,A2,2010
30-MAR-2010,Antonov An-74,RA-74017,Polartrans,0,Ivanovo-Severny ...,Russia,A1,2010
01-APR-2010,Learjet 25XR,XA-UNC,Aero Ermes,0,Huatulco-BahÃ­as...,Mexico,A1,2010
10-APR-2010,Tupolev Tu-154M,101,Polish AF,96,near Smolensk Air Base,Russia,A1,2010
12-APR-2010,Rockwell T-39N Sabreliner,165513,US Navy,4,"near Morganton, Fanni...",USA,A1,2010
12-APR-2010,DHC-6 Twin Otter 300,C-GKBC,Kenn Borek Air,0,"Melville Island, NU",Canada,A2,2010
13-APR-2010,Boeing 737-322,PK-MDE,Merpati Nusantara,0,Manokwari-Rendan...,Indonesia,A1,2010
13-APR-2010,Airbus A300B4-203 (F),XA-TUE,Aerounion,5+ 1,near Monterrey Intern...,Mexico,A1,2010
13-APR-2010,Airbus A330-342,B-HLL,Cathay Pacific,0,Hong Kong-Chek L...,Hong Kong,A2,2010
15-APR-2010,Antonov An-2,RF-00259,private,0,near Saransk,Russia,A1,2010
19-APR-2010,DHC-6 Twin Otter 300,9N-ABX,Nepal Airlines,0,Kangel Danda Air...,Nepal,A2,2010
21-APR-2010,Antonov An-12BP,UP-AN216,"Almaty Aviation, op.for Interisland Airlines",3,"Barangay Laput, ...",Philippines,A1,2010
26-APR-2010,Beech B200 King Air,F-OIAN,Air AlizÃ©,0,Nadi Internation...,Fiji,A2,2010
27-APR-2010,Beech 200 Super King Air,F-GLIF,Trans HÃ©licoptÃ¨re Service,0,Arlit Airport (RLT),Niger,A1,2010
04-MAY-2010,Antonov An-2,,Proskurov Avia,0,"near Marianivka, Frun...",Ukraine,A1,2010
05-MAY-2010,Embraer EMB-145LR (ERJ-145LR),HK-4536,SATENA,0,MitÃº-Fabio Albe...,Colombia,A1,2010
06-MAY-2010,Antonov An-2R,RA-40373,IE Batak SG,0,near Goryachy Klyuch,Russia,A1,2010
06-MAY-2010,Lockheed Hercules C.3A (C-130K),XV304,RAF,0,Brize Norton RAF...,U.K.,A1,2010
10-MAY-2010,DHC-6 Twin Otter 300,C-FSJB,Kenn Borek Air,0,"near Alert, Ellesmere...",Canada,A1,2010
12-MAY-2010,Airbus A330-202,5A-ONG,Afriqiyah Airways,103,near Tripoli Internat...,Libya,A1,2010
12-MAY-2010,Antonov An-2,,ROSTO Astrakhan,0,near Osypnoi Bugor vi...,Russia,A1,2010
15-MAY-2010,Antonov An-28,PZ-TSV,Blue Wing Airlines,8,near Poeketi,Suriname,A1,2010
16-MAY-2010,DHC-3T Vazar Turbine Otter,SX-ARO,ArGo Airways,0,Biscarrosse/Pare...,France,A2,2010
17-MAY-2010,Antonov An-24V,YA-PIS,Pamir Airways,44,Salang Pass,Afghanistan,A1,2010
17-MAY-2010,Beech 200 Super King Air,N308RH,CSSRJ Aviation,0,"San Pedro, Catac...",Honduras,C1,2010
19-MAY-2010,Embraer EMB-110P Bandeirante,PT-GKQ,TÃ¡xi AÃ©reo Weiss,0,near Cascavel Airport...,Brazil,A1,2010
21-MAY-2010,Beech 200 Super King Air,D2-FFT,Grupo Chicoil,3,near Caxito,Angola,A1,2010
22-MAY-2010,Boeing 737-8HG (WL),VT-AXV,Air India Express,158,Mangalore-Bajpe ...,India,A1,2010
??-MAY-2010,Antonov An-74-200,EK-74027,Ayk Avia,0,Kabul-Hamid Karz...,Afghanistan,O1,2010
04-JUN-2010,Lockheed L-100-30 Hercules,S9-BAT,"National Airlines (National Air Cargo), opb Transafrik",0,Sharana Air Base,Afghanistan,A1,2010
06-JUN-2010,Boeing 737-4B6,CN-RMF,RAM,0,Amsterdam-Schiph...,Netherlands,A2,2010
07-JUN-2010,Cessna 525 CitationJet CJ1+,N646VP,JSJ Aviation Inc. Trustee / Metal Engineering,0,Leeds/Bradford A...,U.K.,A2,2010
10-JUN-2010,Cessna 208B Grand Caravan,OB-1922-P,Aerodiana,0,within Peru,Peru,H2,2010
12-JUN-2010,PZL-Mielec M28 Skytruck,ENBV-0063,Venezuela Army,3,"Puerta del Este,...",Venezuela,A2,2010
13-JUN-2010,Swearingen SA226-TC Metro II,ZS-ZOC,West Cape Ferries,0,Lanseria Airport...,South Africa,A1,2010
14-JUN-2010,Cessna 208B Grand Caravan,XA-TWK,"Grupo AÃ©reo Xiknal, op.for Servicios AÃ©reos Milenio",9,near Felipe Carrillo ...,Mexico,A1,2010
15-JUN-2010,Cessna 550B Citation Bravo,YU-BSG,Prince Aviation,0,Brac Airport (BWK),Croatia,A1,2010
15-JUN-2010,Let L-410MU,9Q-COA,Safe Air Company,0,Shabunda,D.R. Congo,A2,2010
16-JUN-2010,Embraer EMB-145LR (ERJ-145LR),N847HK,"United Express, opb Trans States Airlines",0,Ottawa/Macdonald...,Canada,A2,2010
17-JUN-2010,Cessna 208 Caravan I,N810GA,V1 Jet Management,0,Little Peconic B...,USA,A2,2010
18-JUN-2010,Dassault Falcon 20F,FAP-300,Peruvian AF,0,near Chiclayo-Capitan...,Peru,A1,2010
18-JUN-2010,Airbus A321-131,D-AIRT,Lufthansa,0,Praha-Ruzyne Int...,Czech Rep.,A2,2010
18-JUN-2010,Boeing 737-8BK (WL),TC-SNM,SunExpress,0,Praha-Ruzyne Int...,Czech Rep.,A2,2010
19-JUN-2010,Douglas DC-3C,D-CXXX,Air Service Berlin,0,Berlin-SchÃ¶nefe...,Germany,A1,2010
19-JUN-2010,CASA C-212-CB Aviocar 100,TN-AFA,AÃ©ro-Service,11,near Mintom,Cameroon,A1,2010
19-JUN-2010,Boeing 737-832 (WL),N3730B,Delta Air Lines,0,New York-John F....,USA,A2,2010
21-JUN-2010,DC-9-82 (MD-82),9Q-COQ,Hewa Bora Airways,0,Kinshasa-N'Djili...,D.R. Congo,A1,2010
23-JUN-2010,Beech A100 King Air,C-FGIN,AÃ©ropro,7,near QuÃ©bec City Jea...,Canada,A1,2010
24-JUN-2010,Antonov An-2R,UP-A0161,Flamingo,2,"Sarybulak, North...",Kazakhstan,A1,2010
26-JUN-2010,Lockheed P-2E Neptune,N1386C,"Neptune Aviation Services, opf",0,Broomfield-Rocky...,USA,A2,2010
27-JUN-2010,Antonov An-2R,RA-62631,Vladimir Aviation Forest Protection,0,"near Voznesenskoye, N...",Russia,A1,2010
30-JUN-2010,Beech RC-12K Huron,85-0155,US Army,0,near Wiesbaden AFB (WIE),Germany,A1,2010
05-JUL-2010,Antonov An-2T,53,Romanian AF,12,Tuzla Airfield,Romania,A1,2010
17-JUL-2010,Boeing 747-306M,HS-VAC,"Saudi Arabian, lsf Phuket Airlines",0,Cairo Internatio...,Egypt,A1,2010
18-JUL-2010,ATR 72-212A (ATR 72-500),RP-C7254,Cebu Pacific Air,0,Manila-Ninoy Aqu...,Philippines,A1,2010
20-JUL-2010,Fokker F-27 Friendship 600,9Q-CJV,Air Kasai,0,Lubumbashi-Luano...,D.R. Congo,A1,2010
21-JUL-2010,Antonov An-12BK,RA-11376,Khabarovsk Avia,0,Keperveyem Airport,Russia,A1,2010
27-JUL-2010,MD-11F,D-ALCQ,Lufthansa Cargo,0,Riyadh-King Khal...,Saudi Arabia,A1,2010
27-JUL-2010,Raytheon 390 Premier IA,N6JR,Roush Fenway Racing,0,Oshkosh-Wittman ...,USA,A1,2010
27-JUL-2010,Gulfstream G-IV,N905LP,"Thomas H Lee Management Co, LLC",0,New York-John F....,USA,A2,2010
28-JUL-2010,Airbus A321-231,AP-BJB,Airblue,152,near Islamabad-Benazi...,Pakistan,A1,2010
28-JUL-2010,C-17A Globemaster III,00-0173,USAF,4,near Anchorage-Elmend...,USA,A1,2010
28-JUL-2010,Boeing 737-7L9 (WL),TS-IEA,"Mauritania Airways, lsf Tunis Air",0,Conakry Internat...,Guinea,A1,2010
28-JUL-2010,Antonov An-12BP,3X-GEQ,Unknown,0,"FOB Dwyer, Helma...",Afghanistan,A1,2010
31-JUL-2010,Convair CV-580 Airtanker,C-FKFY,Conair Aviation,2,"near Lytton, BC",Canada,A1,2010
01-AUG-2010,Fairchild C-123K Provider,N709RR,All West Freight,3,"Mount Healy, nea...",USA,A1,2010
03-AUG-2010,Antonov An-24RV,RA-46524,Katekavia,12,near Igarka Airport (...,Russia,A1,2010
03-AUG-2010,Antonov An-2R,UR-17915,private,0,near Kumushkino,Ukraine,A1,2010
08-AUG-2010,ATR 42-300,LY-DOT,Danu Oro Transportas,0,Pori Airport (POR),Finland,O1,2010
09-AUG-2010,DHC-3T Texas Turbine Otter,N455A,GCI Communication Corp.,5,"near Aleknagik, AK",USA,A1,2010
12-AUG-2010,Learjet 55C,PT-LXO,OceanAir TÃ¡xi AÃ©reo,0,Rio de Janeiro-S...,Brazil,A1,2010
12-AUG-2010,Airbus A319-111,4K-AZ04,Azerbaijan Airlines,0,Istanbul-AtatÃ¼r...,Turkey,A2,2010
13-AUG-2010,Dassault Falcon 50,F-HAIR,Natixis Lease,0,Paris-Le Bourget...,France,A1,2010
16-AUG-2010,Boeing 737-73V (WL),HK-4682,AIRES Colombia,2,San Andres Islan...,Colombia,A1,2010
24-AUG-2010,Embraer ERJ-190,B-3130,Henan Airlines,44,near Yichun Lindu Air...,China,A1,2010
24-AUG-2010,Dornier 228-101,9N-AHE,Agni Air,14,"near Bastipur, Shikha...",Nepal,A1,2010
25-AUG-2010,Let L-410UVP-E20C,9Q-CCN,Filair,20,near Bandundu Airport...,D.R. Congo,A1,2010
25-AUG-2010,Embraer EMB-145LU (ERJ-145LU),PR-PSJ,Passaredo Linhas AÃ©reas,0,VitÃ³ria da Conq...,Brazil,A1,2010
25-AUG-2010,Antonov An-26B,SP-FDP,EXIN,0,Tallinn-Ãlemist...,Estonia,A1,2010
25-AUG-2010,Beech 200 Super King Air,,Unknown,0,"Guardatinajas, F...",Venezuela,A1,2010
26-AUG-2010,Fokker 100,EP-ASL,Iran Aseman Airlines,0,Tabriz Airport (...,Iran,A1,2010
31-AUG-2010,Cessna 550 Citation II,P2-TAA,Trans Air,4,Misima Island Ai...,P.N. Guinea,A1,2010
03-SEP-2010,Boeing 747-44AF (SCD),N571UP,UPS,2,near Dubai Airport (DXB),U.A.E.,A1,2010
03-SEP-2010,Canadair CL-415,I-DPCQ,"Civil Protection Department, op.for SOREM",0,near Sperlonga,Italy,A2,2010
05-SEP-2010,Cessna 208B Grand Caravan,F-OIXZ,Tropic Airlines,0,Anse-Bertrand,Guadeloupe,A2,2010
07-SEP-2010,Tupolev Tu-154M,RA-85684,Alrosa Mirny Air Enterprise,0,Izhma Airport,Russia,A2,2010
07-SEP-2010,Beech 300 King Air 350,FAC5747,Colombian AF,6,"near Uribe, Meta",Colombia,A1,2010
13-SEP-2010,ATR 42-320,YV1010,Conviasa,17,near Puerto Ordaz Air...,Venezuela,A1,2010
15-SEP-2010,DHC-8-103B,LN-WIF,WiderÃ¸es Flyveselskap,0,SandnessjÃ¸en-St...,Norway,A2,2010
22-SEP-2010,Beech B100 King Air,C-FSIK,Max Aviation,0,Montmagny Airpor...,Canada,A1,2010
24-SEP-2010,Airbus A319-132,EI-EDM,Windjet,0,Palermo-Punta Ra...,Italy,A1,2010
01-OCT-2010,Cessna 550 Citation II,N262Y,Colnan,0,Manteo-Dare Coun...,USA,A1,2010
02-OCT-2010,Cessna 208B Grand Caravan,RA-67701,Veltal-Avia,0,"near Kirensk, Irkutsk...",Russia,A1,2010
03-OCT-2010,Boeing 767-324ER (WL),G-OOBK,Thomson Airways,0,Bristol Airport ...,U.K.,A2,2010
06-OCT-2010,Cessna 501 Citation I/SP,XA-TKY,Aviones Taxi AIFE,8,near Coatzacoalcos,Mexico,A1,2010
